path	author	sex	birthday	header	created	sphere	genre_fi	type	topic	chronotop	style	audience_age	audience_level	audience_size	source	publication	publisher	publ_year	medium	country		region	language

C:\search\corpora\2015\01\				Ульяновская правда - 200 «наркоманских» сайтов заблокировала ульяновская прокуратура в январе	28.01.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-13251	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - 200 «наркоманский» сайт заблокировать ульяновский прокуратура в январь

C:\search\corpora\2015\01\				Ульяновская правда - Жительница Студенца отдала шантажисту самое дорогое	27.01.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-13238	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - жительница студенец отдавать шантажист самый дорогой

C:\search\corpora\2015\01\				Ульяновская правда - Преступники из Татарстана могут скрываться в Ульяновской области	27.01.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-13233	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - преступник из татарстан мочь скрываться в ульяновский область

C:\search\corpora\2015\01\				Ульяновская правда - В Димитровграде задержали крупную партию наркотических средств	27.01.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-13224	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - в димитровград задерживать крупный партия наркотический средство

C:\search\corpora\2015\01\				Ульяновская правда - В димитровградской колонии осуждённый напал на помощника начальника тюрьмы	27.01.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-13200	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - в димитровградский колония осужденный нападывать на помощник начальник тюрьма

C:\search\corpora\2015\01\				Ульяновская правда - Алкоголь «отшиб» память у убийцы	26.01.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-13192	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - алкоголь «отшиб» память у убийца

C:\search\corpora\2015\01\				Ульяновская правда - Торговцы смертью отправлены в колонию строгого режима	26.01.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-13176	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - торговец смерть отправлять в колония строгий режим

C:\search\corpora\2015\01\				Ульяновская правда - Ульяновец на территории школьного двора угрожал пистолетом полицейскому	26.01.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-13177	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - ульяновец на территория школьный двор угрожать пистолет полицейский

C:\search\corpora\2015\01\				Ульяновская правда - Девушку накажут за нецензурные выражения	24.01.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-13158	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - девушка наказывать за нецензурный выражение

C:\search\corpora\2015\01\				Ульяновская правда - Вор у вора  магнитолу украл	24.01.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-13157	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - вор у вор  магнитола украсть

C:\search\corpora\2015\01\				Ульяновская правда - Приятели воровали видеорегистраторы для продажи	23.01.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-13151	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - приятель воровать видеорегистратор для продажа

C:\search\corpora\2015\01\				Ульяновская правда - Овчарка покусала полицейских по команде хозяина	23.01.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-13138	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - овчарка покусать полицейский по команда хозяин

C:\search\corpora\2015\01\				Ульяновская правда - Отчим истязал детей своей жены и избил до смерти 5-летнего пасынка	22.01.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-13095	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - отчим истязать ребенок свой жена и избивать до смерть 5-летний пасынок

C:\search\corpora\2015\01\				Ульяновская правда - За убийство и расчленение 15-летней падчерицы отчим получил десять лет	22.01.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-13088	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - за убийство и расчленение 15-летний падчерица отчим получать десять год

C:\search\corpora\2015\01\				Ульяновская правда - Новоульяновец приговорён к 1 году колонии за сопротивление сотруднику полиции 	20.01.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-13014	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - новоульяновец приговаривать к 1 год колония за сопротивление сотрудник полиция 

C:\search\corpora\2015\01\				Ульяновская правда - Пойман автомобильный поджигатель	19.01.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-12996	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - поймать автомобильный поджигатель

C:\search\corpora\2015\01\				Ульяновская правда - По дороге к другу в колонию ульяновец попытался убить таксиста	19.01.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-12979	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - по дорога к друг в колония ульяновец попытаться убивать таксист

C:\search\corpora\2015\01\				Ульяновская правда - Банда, нападавшая на дальнобойщиков, ответит перед судом	19.01.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-12978	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - банда, нападать на дальнобойщик, отвечать перед суд

C:\search\corpora\2015\01\				Ульяновская правда - Украденные телефоны сдавал в ломбард  	16.01.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-12945	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - украсть телефон сдавать в ломбард  

C:\search\corpora\2015\01\				Ульяновская правда - Директора магазина ТД «Русь-2» убил пьяный сосед	15.01.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-12926	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - директор магазин ТД «русь-2» убивать пьяный сосед

C:\search\corpora\2015\01\				Ульяновская правда - Троих ульяновцев взяли под стражу за причинение тяжкого вреда здоровью сотруднику полиции	14.01.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-12903	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - трое ульяновец взять под стража за причинение тяжкий вред здоровье сотрудник полиция

C:\search\corpora\2015\01\				Ульяновская правда - Работник газозаправочной станции ответит перед судом 	13.01.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-12833	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - работник газозаправочный станция отвечать перед суд 

C:\search\corpora\2015\01\				Ульяновская правда - Суд приговорил сотрудника вневедомственной охраны к 6 годам колонии	12.01.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-12822	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - суд приговаривать сотрудник вневедомственный охрана к 6 год колония

C:\search\corpora\2015\01\				Ульяновская правда - На димитровградца возбуждено уголовное дело за кражу бутылки виски	12.01.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-12805	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - на димитровградец возбуждать уголовный дело за кража бутылка висок

C:\search\corpora\2015\01\				Ульяновская правда - Петербуржец обокрал машину в Ульяновске	02.01.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-12735	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - петербуржец обкрадывать машина в ульяновск

C:\search\corpora\2014\12\				Ульяновская правда - За убийство целительницы ульяновец проведёт 13 лет в колонии строгого режима	29.12.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-12679	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - за убийство целительница ульяновец проводить 13 год в колония строгий режим

C:\search\corpora\2014\12\				Ульяновская правда - За вымогательство денег у десантников и расправу с прохожим ульяновца осудили на 10,5 лет	29.12.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-12659	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - за вымогательство деньги у десантник и расправа с прохожий ульяновец осуждать на 10,5 год

C:\search\corpora\2014\12\				Ульяновская правда - За драки в кафе ульяновца отправили в колонию	26.12.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-12621	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - за драка в кафе ульяновец отправлять в колония

C:\search\corpora\2014\12\				Ульяновская правда - Менеджер мебельной фабрики отсидит год за покупку взрывчатки	25.12.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-12583	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - менеджер мебельный фабрика отсиживать год за покупка взрывчатка

C:\search\corpora\2014\12\				Ульяновская правда - Вахтовик забил насмерть молодого мужчину из ревности	24.12.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-12573	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - вахтовик забивать насмерть молодой мужчина из ревность

C:\search\corpora\2014\12\				Ульяновская правда - Подростки ограбили карсунский автовокзал и рынок	24.12.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-12571	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - подросток ограбить карсунский автовокзал и рынок

C:\search\corpora\2014\12\				Ульяновская правда - Украденные деньги потратил на выпивку	23.12.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-12525	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - украсть деньги потратить на выпивка

C:\search\corpora\2014\12\				Ульяновская правда - Бутылка виски  и мат довели до уголовного дела	23.12.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-12524	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - бутылка виски  и мат доводить до уголовный дело

C:\search\corpora\2014\12\				Ульяновская правда - Племянника пытался убить родного дядю и сжечь его дом	23.12.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-12519	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - племянник пытаться убивать родной дядя и сжигать его дом

C:\search\corpora\2014\12\				Ульяновская правда - Новая жертва автомобильных поджигателей в Ульяновской области	23.12.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-12513	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - новый жертва автомобильный поджигатель в ульяновский область

C:\search\corpora\2014\12\				Ульяновская правда - Пьяные девицы решили обновить гардероб украденными норковыми шубами	22.12.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-12487	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - пьяный девица решать обновлять гардероб украсть норковый шуба

C:\search\corpora\2014\12\				Ульяновская правда - Избитая женщина всю ночь просидела на крыльце дома, после чего умерла	19.12.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-12420	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - избивать женщина весь ночь просиживать на крыльцо дом, после что умирать

C:\search\corpora\2014\12\				Ульяновская правда - Проводник пассажирского поезда проведет в колонии особого режима 2 года	19.12.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-12419	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - проводник пассажирский поезд проводить в колония особый режим 2 год

C:\search\corpora\2014\12\				Ульяновская правда - За кражу надувной кровати и телевизора вор может сесть на 6 лет	19.12.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-12413	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - за кража надувной кровать и телевизор вор мочь садиться на 6 год

C:\search\corpora\2014\12\				Ульяновская правда - Пьяная ссора закончилась поножовщиной и падением с 5-го этажа	19.12.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-12407	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - пьяный ссора заканчиваться поножовщина и падение с 5-го этаж

C:\search\corpora\2014\12\				Ульяновская правда - Ульяновец проведёт 8,5 лет в колонии строгого режима за убийство в «Пятом солнце»	18.12.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-12385	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - ульяновец проводить 8,5 год в колония строгий режим за убийство в «пятый солнце»

C:\search\corpora\2014\12\				Ульяновская правда - На улице Ипподромной незаконно срубили клёны и тополя на 2 млн рублей	17.12.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-12373	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - на улица ипподромный незаконно срубать клен и тополь на 2 млн рубль

C:\search\corpora\2014\12\				Ульяновская правда - Плотник, напавший с топором на сотрудника полиции, изолирован от общества	16.12.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-12326	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - плотник, нападать с топор на сотрудник полиция, изолировать от общество

C:\search\corpora\2014\12\				Ульяновская правда - За оскорбление сотрудницы полиции ответит перед судом 50-летний ульяновец	16.12.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-12316	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - за оскорбление сотрудница полиция отвечать перед суд 50-летний ульяновец

C:\search\corpora\2014\12\				Ульяновская правда - Ульяновец, причинивший травму несовершеннолетнему на пляжной дискотеке, отсидит 1,5 года	16.12.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-12315	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - ульяновец, причинять травма несовершеннолетний на пляжный дискотека, отсиживать 1,5 год

C:\search\corpora\2014\12\				Ульяновская правда - Отбывающий наказание в колонии ульяновец напал на сотрудника колонии и избил его	15.12.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-12268	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - отбывать наказание в колония ульяновец нападывать на сотрудник колония и избивать он

C:\search\corpora\2014\12\				Ульяновская правда - Сотрудник колонии будет отбывать срок в колонии из-за наркотиков	11.12.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-12188	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - сотрудник колония быть отбывать срок в колония из-за наркотик

C:\search\corpora\2014\12\				Ульяновская правда - Житель села Новое Погорелово натравил овчарку на сотрудников полиции	08.12.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-12074	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - житель садиться новый погорелово натравлять овчарка на сотрудник полиция

C:\search\corpora\2014\12\				Ульяновская правда - Сотрудник полиции ответит за сокрытие  преступления коллеги	08.12.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-12066	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - сотрудник полиция отвечать за сокрытие  преступление коллега

C:\search\corpora\2014\12\				Ульяновская правда - Мать пыталась пронести в колонию сотовый телефон для сына	05.12.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-12053	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - мать пытаться пронести в колония сотовый телефон для сын

C:\search\corpora\2014\12\				Ульяновская правда - Ударил друга ножом из-за ссоры	05.12.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-12049	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - ударять друг нож из-за ссора

C:\search\corpora\2014\12\				Ульяновская правда - Два ульяновских подростка обвиняются в угонах автомобилей	04.12.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-12003	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - два ульяновский подросток обвиняться в угон автомобиль

C:\search\corpora\2014\12\				Ульяновская правда - Экс-адвокату суд дал чрезмерно «мягкий» приговор, считает прокуратура	03.12.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-11963	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - экс-адвокат суд давать чрезмерно «мягкий» приговор, считать прокуратура

C:\search\corpora\2014\12\				Ульяновская правда - Ревнивец зарезал предполагаемого любовника жены	02.12.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-11939	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - ревнивец зарезать предполагать любовник жена

C:\search\corpora\2014\12\				Ульяновская правда - В ночном клубе произошли «разборки» с применением огнестрельного оружия	01.12.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-11870	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - в ночной клуб происходить «разборка» с применение огнестрельный оружие

C:\search\corpora\2014\11\				Ульяновская правда - Мужчина нашел два тела в соседнем доме	28.11.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-11860	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - мужчина находить два тело в соседний дом

C:\search\corpora\2014\11\				Ульяновская правда - В Ульяновске «эпидемия» поджогов автомобилей	28.11.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-11842	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - в ульяновск «эпидемия» поджог автомобиль

C:\search\corpora\2014\11\				Ульяновская правда - Бывший адвокат Ульяновской коллегии адвокатов наказан условно	28.11.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-11841	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - бывший адвокат ульяновский коллегия адвокат наказывать условно

C:\search\corpora\2014\11\				Ульяновская правда - За три часа в регионе сгорело три автомобиля	27.11.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-11812	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - за три час в регион сгорать три автомобиль

C:\search\corpora\2014\11\				Ульяновская правда - Ссора в гостях привела к смерти	27.11.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-11810	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - ссора в гость приводить к смерть

C:\search\corpora\2014\11\				Ульяновская правда - Зарабатывали на краже автомобильных аккумуляторов	27.11.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-11803	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - зарабатывать на кража автомобильный аккумулятор

C:\search\corpora\2014\11\				Ульяновская правда - Клиенты  узнали об открытии подпольного игорного заведения из смс-рассылки	25.11.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-11756	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - клиент  узнавать об открытие подпольный игорный заведение из смс-рассылка

C:\search\corpora\2014\11\				Ульяновская правда - Мужчина убил свою сожительницу ударом топора по голове	25.11.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-11741	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - мужчина убивать свой сожительница удар топор по голова

C:\search\corpora\2014\11\				Ульяновская правда - Утопил друга «по пьяни»	24.11.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-11697	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - утапливать друг «по пьянь»

C:\search\corpora\2014\11\				Ульяновская правда - Димитровградский вымогатель  получил срок	24.11.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-11688	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - димитровградский вымогатель  получать срок

C:\search\corpora\2014\11\				Ульяновская правда - Убил собутыльника топором за обвинение в краже	20.11.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-11636	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - убивать собутыльник топор за обвинение в кража

C:\search\corpora\2014\11\				Ульяновская правда - Димитровградец убил коллегу деревянным брусом	19.11.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-11615	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - димитровградец убивать коллега деревянный брус

C:\search\corpora\2014\11\				Ульяновская правда - Ничего святого. Воры поживились ящиком для пожертвований  в сельской церкви	19.11.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-11608	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - ничто святой. вор поживиться ящик для пожертвование  в сельский церковь

C:\search\corpora\2014\11\				Ульяновская правда -  Заключенный из ульяновской колонии обманывал женщин по сотовому телефону	18.11.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-11568	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда -  заключенный из ульяновский колония обманывать женщина по сотовый телефон

C:\search\corpora\2014\11\				Ульяновская правда - Жительница Ульяновска решала проблемы с помощью ножа	18.11.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-11566	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - жительница ульяновск решать проблема с помощь нож

C:\search\corpora\2014\11\				Ульяновская правда - Пьяный вор не сумел вспомнить, куда дел украденное золото	13.11.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-11437	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - пьяный вор не суметь вспомнить, куда дело украсть золото

C:\search\corpora\2014\11\				Ульяновская правда - Арестована жительница Ульяновска, пытавшаяся зарезать своего мужа	13.11.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-11436	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - арестовывать жительница ульяновск, пытаться зарезать свой муж

C:\search\corpora\2014\11\				Ульяновская правда - Раскрыто жестокое двойное убийство мужчины и его беременной сожительницы	11.11.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-11375	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - раскрывать жестокий двойной убийство мужчина и его беременный сожительница

C:\search\corpora\2014\11\				Ульяновская правда - Безработный украл два ножа и парфюм	10.11.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-11338	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - безработный украсть два нож и парфюм

C:\search\corpora\2014\11\				Ульяновская правда - Пьяный ульяновец изнасиловал подругу своего знакомого	07.11.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-11311	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - пьяный ульяновец изнасиловать подруга свой знакомый

C:\search\corpora\2014\11\				Ульяновская правда - В Ульяновске ограбили букмекерскую контору	07.11.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-11290	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - в ульяновск ограбить букмекерский контора

C:\search\corpora\2014\11\				Ульяновская правда - Совершено разбойное нападение на ульяновского таксиста	06.11.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-11256	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - совершать разбойный нападение на ульяновский таксист
