path	author	sex	birthday	header	created	sphere	genre_fi	type	topic	chronotop	style	audience_age	audience_level	audience_size	source	publication	publisher	publ_year	medium	country		region	language

C:\search\corpora\2015\07\				Ульяновская правда - Ульяновский симфонический оркестр  собирается в Китай	10.07.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-16958	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - ульяновский симфонический оркестр  собираться в китай

C:\search\corpora\2015\07\				Ульяновская правда - Праздник музыки, технологий и спорта	02.07.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-16788	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - праздник музыка, технология и спорт

C:\search\corpora\2015\07\				Ульяновская правда - Ульяновцы снова услышат Венский Филармонический Штраус Оркестр	02.07.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-16785	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - ульяновец снова услышать венский филармонический штраус оркестр

C:\search\corpora\2015\06\				Ульяновская правда - Спели 100 лучших песен в Базарном Сызгане	30.06.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-16710	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - спеть 100 хороший песня в базарный сызган

C:\search\corpora\2015\06\				Ульяновская правда - В Ульяновске отметили День балалайки	24.06.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-16579	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - в ульяновск отмечать день балалайка

C:\search\corpora\2015\06\				Ульяновская правда - В Ульяновской области заслушают «Сто лучших песен»	19.06.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-16485	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - в ульяновский область заслушивать «сто хороший песня»

C:\search\corpora\2015\06\				Ульяновская правда - Ульяновцев позвали посетить Гринландию	18.06.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-16441	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - ульяновец позвать посещать гринландия

C:\search\corpora\2015\06\				Ульяновская правда - Ульяновская филармония закрывает музыкальный сезон	16.06.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-16379	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - ульяновский филармония закрывать музыкальный сезон

C:\search\corpora\2015\06\				Ульяновская правда - Нашествие-2015	16.06.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-16390	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - нашествие-2015

C:\search\corpora\2015\06\				Ульяновская правда - Alfa Future People взял курс на «импортозамещение»	10.06.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-16286	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - Alfa Future People взять курс на «импортозамещение»

C:\search\corpora\2015\06\				Ульяновская правда - Концерт к Дню России	08.06.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-16193	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - концерт к день россия

C:\search\corpora\2015\06\				Ульяновская правда - Steinway - как Rolls-Royce	02.06.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-16045	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - Steinway - как Rolls-Royce

C:\search\corpora\2015\05\				Ульяновская правда - Ульяновская филармония закрыла сезон «парадом»	28.05.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-15981	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - ульяновский филармония закрывать сезон «парад»

C:\search\corpora\2015\05\				Ульяновская правда - Хор УлГУ даст концерт 	26.05.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-15906	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - хор улга давать концерт 

C:\search\corpora\2015\05\				Ульяновская правда - Состоится продажа абонементов на новый концертный сезон в филармонии	22.05.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-15857	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - состояться продажа абонемент на новый концертный сезон в филармония

C:\search\corpora\2015\05\				Ульяновская правда - Денис Мацуев в Ульяновске презентует новый рояль	21.05.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-15822	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - денис мацуев в ульяновск презентовать новый рояль

C:\search\corpora\2015\05\				Ульяновская правда - В Ульяновске состоится фестиваль «Вознесение» 	21.05.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-15806	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - в ульяновск состояться фестиваль «вознесение» 

C:\search\corpora\2015\05\				Ульяновская правда - 10-летие отметит татарский  детский вокальный ансамбль «Хыял тамчылары»	20.05.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-15803	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - 10-летие отмечать татарский  детский вокальный ансамбль «хыял тамчылары»

C:\search\corpora\2015\05\				Ульяновская правда - 100 билетов в подарок молодожёнам	18.05.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-15716	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - 100 билет в подарок молодожены

C:\search\corpora\2015\05\				Ульяновская правда - В Ульяновске пройдет первый межрегиональный фестиваль хоровой музыки "Вознесение"	18.05.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-15711	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - в ульяновск пройти первый межрегиональный фестиваль хоровой музыка "вознесение"

C:\search\corpora\2015\05\				Ульяновская правда - В Ульяновске прошёл Первый областной фестиваль гармонистов	18.05.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-15706	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - в ульяновск проходить первый областной фестиваль гармонист

C:\search\corpora\2015\05\				Ульяновская правда - Новый патриотический видеоклип Олега Газманова «Вперед, Россия!» посвящен победам нашей страны (ВИДЕО)	09.05.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-15531	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - новый патриотический видеоклип олег газманов «вперед, россия!» посвящать победа наш страна (видео)

C:\search\corpora\2015\05\				Ульяновская правда - В Ульяновской области майские праздники продолжатся «Победным» концертом	06.05.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-15475	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - в ульяновский область майский праздник продолжаться «победный» концерт

C:\search\corpora\2015\05\				Ульяновская правда - В Центре татарской культуры выступит Ринат Сулейманов	05.05.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-15435	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - в центр татарский культура выступать ринат сулейманов

C:\search\corpora\2015\05\				Ульяновская правда - Ульяновская область отметила Международный день джаза	05.05.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-15429	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - ульяновский область отмечать международный день джаз

C:\search\corpora\2015\05\				Ульяновская правда - Заключительный тур фестиваля «Весна Победы» пройдет 9 мая 	05.05.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-15427	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - заключительный тур фестиваль «весна победа» пройти 9 май 

C:\search\corpora\2015\04\				Ульяновская правда - В Ульяновске пройдет  «Весна Победы»	28.04.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-15324	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - в ульяновск пройти  «весна победа»

C:\search\corpora\2015\04\				Ульяновская правда - Ульяновск ждёт маэстро Гергиева	28.04.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-15319	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - ульяновск ждать маэстро гергиев

C:\search\corpora\2015\04\				Ульяновская правда - Приглашают на Праздничный концерт 8 мая 	24.04.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-15268	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - приглашать на праздничный концерт 8 май 

C:\search\corpora\2015\04\				Ульяновская правда - Сезон органных концертов закроют музыкой парижских соборов	23.04.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-15239	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - сезон органный концерт закрывать музыка парижский собор

C:\search\corpora\2015\04\				Ульяновская правда - Ульяновцы услышат «Ноты весны» в последние выходные апреля	17.04.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-15120	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - ульяновец услышать «нота весна» в последний выходной апрель

C:\search\corpora\2015\04\				Ульяновская правда - «Хроники временных миров» увидят в Ульяновске	16.04.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-15075	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - «хроника временный мир» увидеть в ульяновск

C:\search\corpora\2015\04\				Ульяновская правда - Титул  «Звезда авиации-2015» получило вокальное трио	09.04.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-14920	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - титул  «звезда авиация-2015» получать вокальный трио

C:\search\corpora\2015\04\				Ульяновская правда - В Ульяновске споют военно-патриотические песни	03.04.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-14792	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - в ульяновск спеть военный-патриотический песня

C:\search\corpora\2015\03\				Ульяновская правда - Песенные традиции Ульяновского края показали в Волгограде 	31.03.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-14700	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - песенный традиция ульяновский край показывать в волгоград 

C:\search\corpora\2015\03\				Ульяновская правда - «Сембер жыры 2015»  в 25 раз определил победителей	31.03.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-14695	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - «сембер жыр 2015»  в 25 раз определять победитель

C:\search\corpora\2015\03\				Ульяновская правда - ДДТ взорвали Мемцентр	30.03.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-14649	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - ддт взрывать мемцентр

C:\search\corpora\2015\03\				Ульяновская правда - ДДТ уже в Ульяновске	28.03.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-14639	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - ддт уже в ульяновск

C:\search\corpora\2015\03\				Ульяновская правда - Хор  госуниверситета выступит в Санкт-Петербурге	27.03.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-14600	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - хор  госуниверситет выступать в санкт-петербург

C:\search\corpora\2015\03\				Ульяновская правда - «Черный квадрат» споет в стиле фьюжн	19.03.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-14435	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - «черный квадрат» спеть в стиль фьюжн

C:\search\corpora\2015\03\				Ульяновская правда - Вечер блюза на фестивале «Мир. Эпоха. Имена…»	13.03.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-14309	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - вечер блюз на фестиваль «мир. эпоха. имя…»

C:\search\corpora\2015\03\				Ульяновская правда - Валерий Гергиев приедет в Ульяновск в мае	11.03.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-14256	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - валерий гергиев приезжать в ульяновск в май

C:\search\corpora\2015\03\				Ульяновская правда - Ульяновские хористы «побили» рекорд Всероссийского конкурса	05.03.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-14145	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - ульяновский хорист «побивать» рекорд всероссийский конкурс

C:\search\corpora\2015\03\				Ульяновская правда - В список «100 лучших песен» включили 12 произведений жителей региона 	02.03.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-14041	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - в список «100 хороший песня» включать 12 произведение житель регион 

C:\search\corpora\2015\03\				Ульяновская правда - В Ульяновске отметят еврейский праздник Пурим	02.03.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-14034	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - в ульяновск отмечать еврейский праздник пурим

C:\search\corpora\2015\02\				Ульяновская правда - 50 артистов из Татарстана приедут на Фестиваль	24.02.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-13909	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - 50 артист из татарстан приезжать на фестиваль

C:\search\corpora\2015\02\				Ульяновская правда - Русская гармонь Евгения Дербенко 	16.02.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-13726	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - русский гармонь евгений дербенко 

C:\search\corpora\2015\02\				Ульяновская правда - Программа Международного музыкального фестиваля «Мир, Эпоха, Имена…»	12.02.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-13651	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - программа международный музыкальный фестиваль «мир, эпоха, имя…»

C:\search\corpora\2015\02\				Ульяновская правда - Воспитанница Додосова представит регион на всероссийском конкурсе «Новая звезда»	03.02.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-13398	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - воспитанница додосов представлять регион на всероссийский конкурс «новый звезда»

C:\search\corpora\2015\01\				Ульяновская правда - Мария Людько исполнит арию Дездемоны на ульяновской сцене	29.01.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-13296	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - мария людько исполнять ария дездемона на ульяновский сцена

C:\search\corpora\2015\01\				Ульяновская правда - В Ульяновск известный пианист Даниил Крамер привез «джазовую скрипку»	27.01.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-13229	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - в ульяновск известный пианист даниил крамер привозить «джазовый скрипка»

C:\search\corpora\2015\01\				Ульяновская правда - Ульяновцы приняли участие во Всероссийском конкурсе хоров	27.01.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-13223	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - ульяновец принимать участие во всероссийский конкурс хор

C:\search\corpora\2015\01\				Ульяновская правда - В Ленинском мемориале прозвучит Седьмая симфония Дмитрия Шостаковича	23.01.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-13149	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - в ленинский мемориал прозвучать седьмой симфония дмитрий шостакович

C:\search\corpora\2015\01\				Ульяновская правда - Песни войны споют в филармонии	22.01.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-13086	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - песня война спеть в филармония

C:\search\corpora\2015\01\				Ульяновская правда - Белый кабинетный рояль приобрели в Областную школу искусств	19.01.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-12975	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - белый кабинетный рояль приобретать в областной школа искусство

C:\search\corpora\2015\01\				Ульяновская правда - В Ульяновске состоялся фольклорный фестиваль «Васильев день»	18.01.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-12971	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - в ульяновск состояться фольклорный фестиваль «васильев день»

C:\search\corpora\2015\01\				Ульяновская правда - «Академия студенческого творчества» приглашает	16.01.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-12956	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - «академия студенческий творчество» приглашать

C:\search\corpora\2015\01\				Ульяновская правда - Голландский органист выступит с концертом в Ульяновске	14.01.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-12906	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - голландский органист выступать с концерт в ульяновск

C:\search\corpora\2015\01\				Ульяновская правда - Вехи истории региона - в романсах	12.01.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-12817	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - веха история регион - в романс

C:\search\corpora\2015\01\				Ульяновская правда - Для ульяновцев играли на варгане и рассказывали о нем	08.01.2015.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-12762	Ульяновская правда		2015	газета	Россия	Ульяновская область	ru	ульяновский правда - для ульяновец играть на варган и рассказывать о он

C:\search\corpora\2014\12\				Ульяновская правда - Вечер в филармонии будет посвящён Аркадию Пластову и Николаю Рубцову	26.12.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-12619	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - вечер в филармония быть посвящать аркадий пластов и николай рубцов

C:\search\corpora\2014\12\				Ульяновская правда - Межнациональное новогоднее представление «Фантазии Деда Мороза»	25.12.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-12591	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - межнациональный новогодний представление «фантазия дед мороз»

C:\search\corpora\2014\12\				Ульяновская правда - «Рождество Господне» состоится в Доме музыки	22.12.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-12484	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - «рождество господний» состояться в дом музыка

C:\search\corpora\2014\12\				Ульяновская правда - В Доме музыки состоится Новогодний бал Клуба друзей	18.12.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-12386	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - в дом музыка состояться новогодний бал клуб друг

C:\search\corpora\2014\12\				Ульяновская правда - Состоится I Всероссийский детско-юношеский джазовый конкурс «Baby jazz»	11.12.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-12197	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - состояться I всероссийский детско-юношеский джазовый конкурс «Baby jazz»

C:\search\corpora\2014\12\				Ульяновская правда - Состоится розыгрыш «счастливого» билета на фестиваль «Мир, Эпоха, Имена…»	11.12.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-12182	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - состояться розыгрыш «счастливый» билет на фестиваль «мир, эпоха, имя…»

C:\search\corpora\2014\12\				Ульяновская правда - Шлягеры 30-60-х годов прозвучат в спектакле «Песни нашей коммуналки»	09.12.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-12124	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - шлягер 30-60-х год прозвучать в спектакль «песня наш коммуналка»

C:\search\corpora\2014\12\				Ульяновская правда - Джаз сыграют на органе	05.12.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-12048	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - джаз сыграть на орган

C:\search\corpora\2014\12\				Ульяновская правда - "История любви" в Филармонии	05.12.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-12046	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - "история любовь" в филармония

C:\search\corpora\2014\12\				Ульяновская правда - «Святочные вечёрки» с «Ладанкой»	04.12.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-12007	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - «святочный вечерок» с «ладанка»

C:\search\corpora\2014\12\				Ульяновская правда - Рояль Стейнвей установят в Ленинском мемориале	04.12.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-11997	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - рояль стейнвей устанавливать в ленинский мемориал

C:\search\corpora\2014\12\				Ульяновская правда - От эпохи Барокко до музыки танго и частушек - на мандолине и домре	03.12.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-11978	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - от эпоха барокко до музыка танго и частушка - на мандолина и домра

C:\search\corpora\2014\11\				Ульяновская правда - Ульяновцы смогут принять участие в фестивале авторской песни «Гринландия»	27.11.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-11820	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - ульяновец смочь принимать участие в фестиваль авторский песня «гринландия»

C:\search\corpora\2014\11\				Ульяновская правда - Хор студентов и преподавателей УлГУ победил в хоровом фестивале	26.11.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-11759	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - хор студент и преподаватель улга побеждать в хоровой фестиваль

C:\search\corpora\2014\11\				Ульяновская правда - Пианистка из Ульяновска примет участие в международном парамузыкальном фестивале	24.11.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-11714	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - пианистка из ульяновск принимать участие в международный парамузыкальный фестиваль

C:\search\corpora\2014\11\				Ульяновская правда - Вокалисты посоревнуются в исполнении чувашских песен 	21.11.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-11678	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - вокалист посоревноваться в исполнение чувашский песня 

C:\search\corpora\2014\11\				Ульяновская правда - Ульяновцев познакомят с творчеством местных композиторов	20.11.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-11627	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - ульяновец познакомить с творчество местный композитор

C:\search\corpora\2014\11\				Ульяновская правда - Детские новогодние представления в филармонии	19.11.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-11588	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - детский новогодний представление в филармония

C:\search\corpora\2014\11\				Ульяновская правда - Органный концерт в Филармонии	14.11.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-11503	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - органный концерт в филармония

C:\search\corpora\2014\11\				Ульяновская правда - Известные танцоры Поволжья съедутся на Фестиваль танцовщиков дэнсхолл	13.11.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-11459	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - известный танцор поволжье съезжаться на фестиваль танцовщик дэнсхолл

C:\search\corpora\2014\11\				Ульяновская правда - Мастер-класс всемирно известного тенора Рубена Лисициана	12.11.2014.	публицистика					нейтральный	н-возраст	н-уровень	городская	http://ulpravda.ru/news/news-11422	Ульяновская правда		2014	газета	Россия	Ульяновская область	ru	ульяновский правда - мастер-класс всемирно известный тенор рубен лисициан
