uid	id	country	city	name	faculty	faculty_name	chair	chair_name	graduation
29580599	855	1	8171	ТГПУ им. Толстого	120635	Математики, физики и информатики	1750817	Алгебры, математического анализа и геометрии	2018
297239032	856	1	8171	ТулГУ	113745	Институт высокоточных систем (бывш. Машиностроительный, Систем автоматического управления)	173750	Ракетостроения	0
302202756	0	0	0	0	0	0	0	0	0
30421943	351585	1	8171	МИЭП (ЩФ)	109586	Экономический	235125	Менеджмент организации	2016308935137	0	0	0	0	0	0	0	0	0
313058499	0	0	0	0	0	0	0	0	0
31366409	0	0	0	0	0	0	0	0	0
31582553	0	0	0	0	0	0	0	0	0
32176334	199	1	1108923	МЮИ	24999	Юридический	21270	Уголовно-правовых дисциплин 	0
32499519	855	1	146	ТГПУ им. Толстого	120635	Математики, физики и информатики	63945	Общей физики	2011
32617753	855	1	2	ТГПУ им. Толстого	120635	Математики, физики и информатики	1688323	Общей и теоретической физики	2015
32863838	856	1	146	ТулГУ	128169	Технологический	0	0	2013
32942383	351585	1	1108923	МИЭП (ЩФ)	109586	Экономический	0	0	2014
32989967	0	0	0	0	0	0	0	0	0
336853287	0	0	0	0	0	0	0	0	0
337992171	86767	1	8171	ТулГУ (ЩФ)	0	0	0	0	2012
34375203	9332	1	8171	РМАТ (ТФ)	58521	Менеджмент организации	0	0	0
34533875	0	0	0	0	0	0	0	0	0
346186228	86767	1	8171	ТулГУ (ЩФ)	0	0	0	0	2012
35143023	856	1	146	ТулГУ	113344	Институт гуманитарных и социальных наук (бывш. Гуманитарный)	128101	Социологии и политологии	0
35212055	86767	1	1108923	ТулГУ (ЩФ)	0	0	0	0	2013
35410092	0	0	0	0	0	0	0	0	0
35585073	856	1	1108923	ТулГУ	2082935	Механико-технологический (Политехнический институт)	0	0	0
36464883	9455	1	8171	ТИЭИ	1818613	Информационных технологий	1430076	Прикладная информатика в экономике	2015
38969482	855	1	1108923	ТГПУ им. Толстого	228976	Психологии	241092	Детской психологии дошкольного образования	2016
40684211	0	0	0	0	0	0	0	0	0
41172663	855	1	1108923	ТГПУ им. Толстого	1243761	Искусств, социальных и гуманитарных наук 	118428	Педагогики и психологии начального образования	2016
41426419	0	0	0	0	0	0	0	0	0
43391461	3283	1	1108923	ВЗФЭИ	21480	Бухгалтерский учет, анализ и аудит	0	0	2009
44135765	0	0	0	0	0	0	0	0	0
44425092	12010	1	2	СПб УГПС МЧС РФ	25872	Пожарной безопасности (Инженерно-технический)	0	0	0
44577185	0	0	0	0	0	0	0	0	0
44667371	1166380	1	1087251	ИЗУ ВПА	2112125	Юридический (Права и управления)	0	0	2016
46552003	0	0	0	0	0	0	0	0	0
47637299	3163	1	8171	РГТЭУ (ТФ)	232632	Коммерция (торговое дело)	0	0	0
48661258	1166380	1	1108923	ИЗУ ВПА	0	0	0	0	0
48796411	0	0	0	0	0	0	0	0	0
49366217	856	1	8171	ТулГУ	101653	Институт прикладной математики и компьютерных наук (бывш. Кибернетики, Механико-математический)	238540	Математического анализа	2016
51013268	263	1	1	МИИТ	1123	Институт транспортной техники и систем управления (бывш. ИТТОП и ИСУТЭ)	3416	Электрическая тяга	1992
51052786	254	1	1	МГУДТ	1068	Институт мехатроники и информационных технологий	4576	Автоматики	2015
51511075	2	1	1108923	МГУ	25	Геологический	338	Палеонтологии	0
51838761	0	0	0	0	0	0	0	0	0
52039219	0	0	0	0	0	0	0	0	0
52645652	0	0	0	0	0	0	0	0	0
52670684	0	0	0	0	0	0	0	0	0
53185965	0	0	0	0	0	0	0	0	0
53189852	856	1	1087251	ТулГУ	138902	Медицинский институт (Лечебный)	0	0	0
54281483	0	0	0	0	0	0	0	0	0
54379877	856	1	1108923	ТулГУ	2082935	Механико-технологический (Политехнический институт)	1691845	Автоматизированные станочные системы	2016
54620043	856	1	146	ТулГУ	113344	Институт гуманитарных и социальных наук (бывш. Гуманитарный)	128101	Социологии и политологии	2014
55441567	3283	1	1108923	ВЗФЭИ	89890	Государственное и муниципальное управление	0	0	0
55464733	855	1	1108923	ТГПУ им. Толстого	19948	Технологий и бизнеса	1841711	Экономики и управления	0
56166973	0	0	0	0	0	0	0	0	0
5655509	213	1	1	МГЮА им. О. Е. Кутафина	1636	Международно-правовой институт	388576	Международного частного права	2010
57043661	351585	1	1108923	МИЭП (ЩФ)	109586	Экономический	235125	Менеджмент организации	2014
57384920	856	1	1108923	ТулГУ	113745	Институт высокоточных систем (бывш. Машиностроительный, Систем автоматического управления)	1424732	Систем автоматического управления	0
57535902	2749	1	1108923	Uni Bremen	554692	Human- und Gesundheitswissenschaften	1884449	Leadership and Organisational Development	2005
59319734	855	1	146	ТГПУ им. Толстого	4375	Иностранных языков	0	0	2015
59352139	9455	1	8171	Тульский университет (ТИЭИ)	1818613	Информационных технологий	0	0	0
59544611	856	1	8171	ТулГУ	12559	Институт горного дела и строительства (бывш. Горно-строительный)	0	0	0
61804100	0	0	0	0	0	0	0	0	0
61944743	856	1	8171	ТулГУ	113745	Институт высокоточных систем (бывш. Машиностроительный, Систем автоматического управления)	112499	Газовой динамики	0
62170026	0	0	0	0	0	0	0	0	0
62299233	0	0	0	0	0	0	0	0	062369845	0	0	0	0	0	0	0	0	0
62430861	0	0	0	0	0	0	0	0	0
62500897	293	1	1	МТУСИ	0	0	0	0	0
62605582	0	0	0	0	0	0	0	0	0
62734563	3163	1	146	РЭУ им. Г.В. Плеханова (ТФ)	7353	Коммерция	0	0	2014
63408078	0	0	0	0	0	0	0	0	0
63780924	77673	1	146	ВГУЮ (ТФ) (бывш. ТФ РПА МЮ РФ)	144859	Юридический	1792730	Уголовно-правовых дисциплин	0
64943335	0	0	0	0	0	0	0	0	0
66711250	856	1	1108923	ТулГУ	2082935	Механико-технологический (Политехнический институт)	1691847	Механика пластического формоизменения	2014
67116892	0	0	0	0	0	0	0	0	0
67181454	314	1	1	РАЖВЗ	1365	Живописи	0	0	0
67235443	265	1	8171	МЭСИ	1157	Институт права	1840018	Гражданского права	2015
67904408	855	1	1108923	ТГПУ им. Толстого	0	0	0	0	2001
68535494	0	0	0	0	0	0	0	0	0
69880173	856	1	1108923	ТулГУ	104418	Институт права и управления (бывш. Экономики и менеджмента, Юридический)	0	0	2017
70077677	856	1	146	ТулГУ	1285008	Институт физической культуры, спорта и туризма	112005	Туризма и индустрии гостеприимства	2018
71775776	0	0	0	0	0	0	0	0	0
72905319	0	0	0	0	0	0	0	0	072965290	0	0	0	0	0	0	0	0	0
73749806	0	0	0	0	0	0	0	0	0
74365142	1276	1	1	МГОУ (областной)	2611	Специальной педагогики и психологии	0	0	2015
75911704	856	1	8171	ТулГУ	113745	Институт высокоточных систем (бывш. Машиностроительный, Систем автоматического управления)	112499	Газовой динамики	2012
76240552	856	1	146	ТулГУ	12559	Институт горного дела и строительства (бывш. Горно-строительный)	334389	Аэрологии, охраны труда и окружающей среды	2016
76872629	0	0	0	0	0	0	0	0	0
77207917	0	0	0	0	0	0	0	0	0
78213842	855	1	8171	ТГПУ им. Толстого	19948	Технологий и бизнеса	0	0	2014
78799097	0	0	0	0	0	0	0	0	0
7930536	3283	1	146	ВЗФЭИ	0	0	0	0	0
79614218	0	0	0	0	0	0	0	0	0
81037863	0	0	0	0	0	0	0	0	0
82351734	0	0	0	0	0	0	0	0	0
82944435	0	0	0	0	0	0	0	0	0
84044394	402	1	8171	БГИТА	0	0	0	0	0
84446521	0	0	0	0	0	0	0	0	0
85073108	0	0	0	0	0	0	0	0	0
85757120	0	0	0	0	0	0	0	0	0
86443302	446607	1	8171	РосНОУ (ТФ)	488466	Социально-культурный сервис и туризм	0	0	2010
86760346	0	0	0	0	0	0	0	0	0
86787218	0	0	0	0	0	0	0	0	0
87013090	0	0	0	0	0	0	0	0	0
90051002	0	0	0	0	0	0	0	0	0
94502943	0	0	0	0	0	0	0	0	0
95352186	855	1	146	ТГПУ им. Толстого	120635	Математики, физики и информатики	1750817	Алгебры, математического анализа и геометрии	2016
96331010	0	0	0	0	0	0	0	0	0
97216294	2168	1	8171	МГТУ им. Н. Э. Баумана (КФ)	132592	Конструкторско-механический	267271	Автомобиле- и тракторостроения	2020
97245112	0	0	0	0	0	0	0	0	0
97861822	855	1	146	ТГПУ им. Толстого	2163959	Физической культуры	1860595	Физического воспитания	2020
99618496	0	0	0	0	0	0	0	0	0
99642987	855	1	8171	ТГПУ им. Толстого	2163959	Физической культуры	0	0	0
